published,headlines,articles
2022/07/30,"As Ukraine defends in the east and south, a U.S. official says Russia’s war effort is failing.","Although Russia’s forces are trying to push deeper into the Donetsk region of eastern Ukraine, they have not been able to break through Ukrainian defenses, according to Ukrainian and Western officials.

“Throughout July, the occupiers have been trying to storm Donetsk region,” Serhii Haidai, the head of the military administration in neighboring Luhansk Province, said in a statement. But unlike with the Russians’ push in the spring and early summer, when they could use their significant artillery advantage to flatten areas before advancing, Mr. Haidai said the Ukrainians’ destruction of Russian ammunition depots had “made it much more difficult for them to replenish arms stocks and maneuver.”

Still, he said, Russian forces continued “to destroy settlements, employing barrel and jet artillery.” At least six civilians were killed and 15 others were injured by Russian shelling in the Donetsk region on Friday, local Ukrainian officials said.

On the southern front, at least one civilian in the port city of Mykolaiv died when a Russian missile struck a high-rise building overnight, according to Vitalii Kim, the local governor."
2022/07/30,How the Kremlin Is Forcing Ukrainians to Adopt Russian Life,"Mr. Konstantinov, a longtime pro-Russia politician in Crimea, sat next to Mr. Putin at the Kremlin when the Russian president signed the document annexing the peninsula to Russia. He also helped organize the Crimean “referendum” in which 97 percent voted in favor of joining Russia — a result widely rejected by the international community as a sham.

Now, Mr. Konstantinov said, he is in constant touch with the Russian-imposed occupying authorities in the neighboring Kherson region, which Russian troops captured early in the war. He said that the authorities had told him a few days ago that they had started printing ballots, with the aim of holding a vote in September.

Kherson is one of four regions in which officials are signaling planned referendums, along with Zaporizhzhia in the south and Luhansk and Donetsk in the east. While the Kremlin claims it will be up to the area’s residents to “determine their own future,” Mr. Putin last month hinted he expected to annex the regions outright: he compared the war in Ukraine with Peter the Great’s wars of conquest in the 18th century and said that, like the Russian czar, “it has also fallen to us to return” lost Russian territory.

At the same time, the Kremlin appears to be keeping its options open by offering few specifics. Aleksei Chesnakov, a Moscow political consultant who has advised the Kremlin on Ukraine policy, said Moscow viewed referendums on joining Russia as its “base scenario” — though preparations for a potential vote were not yet complete. He declined to say whether he was involved in the process himself."
2022/07/29,A Ukrainian appeals court reduces the life sentence of a Russian soldier tried for war crimes.,"His case became a milestone of Ukrainian justice as the war raged on: Sgt. Vadim Shishimarin, a 21-year-old Russian soldier, was sentenced in May to life in prison after pleading guilty to shooting a 62-year-old riding a bicycle in northeastern Ukraine.

On Friday, the Kyiv Court of Appeals reduced his sentence to 15 years, saying it would provide the reasoning for its decision on Aug. 3. His lawyers had argued that he had not intended to kill the victim, Oleksandar Shelipov, when he shot him in the northern region of Sumy in the early days of the war.

Ukraine’s justice system has come under criticism in the past from human rights advocates for imposing life sentences in which the only possibility for release was terminal illness or a presidential pardon."
2022/07/24,‘An abyss of fear’: A report accuses Russia of further abuses against civilians.,"Russian forces have tortured and beaten civilians in the areas of southern Ukraine that they control, part of a series of abuses that may amount to war crimes, Human Rights Watch said this weekend in a report that further undermined the public case repeatedly made by President Vladimir V. Putin of Russia for the invasion.

Atrocities committed by Russian forces north of Ukraine’s capital, Kyiv, have already drawn global outrage and have been the subject of war crimes trials by Ukrainian prosecutors, but the report by Human Rights Watch, a New York-based nonprofit, casts a spotlight on the south of the country, where the Russian occupation forces tightly control access and information.

Starting in February, Russian forces pushed north from Crimea, a region of Ukraine that Moscow seized in 2014, and took control of territory along the Black Sea and Sea of Azov coasts including in Kherson and Zaporizhzhia Provinces."
2022/07/29,Russia’s foreign minister says he will propose a time for a phone call about a prisoner exchange.,"During a trip to Uzbekistan on Friday, Mr. Lavrov said that he had learned about Mr. Blinken’s statement from television during a visit to Africa this week. He said that any phone conversation between the two men would have to be conducted from his office and that Russia had asked the American side “to clarify the questions they want to discuss.”

Mr. Lavrov said that the question of prisoner exchanges had been discussed during a January meeting in Geneva between President Biden and President Vladimir V. Putin of Russia, and both leaders ordered their government agencies to discuss it further. Mr. Lavrov said that his ministry was not involved in that discussion, but that he would listen to what Mr. Blinken has to say.

The American government has come under increased pressure from relatives of U.S. citizens to get them released from Russian prisons.

Ms. Griner, a W.N.B.A. star who had been playing for a Russian team during the off-season, is on trial in a Russian court and faces a sentence of up to 10 years in prison on drug charges. The 31-year-old athlete was detained in a Moscow airport about a week before Russia’s invasion of Ukraine, and customs officials discovered hashish oil in her luggage."
2022/07/26,Ukraine Is the Next Act in Putin’s Empire of Humiliation,"Mr. Putin’s manipulation of the cycle of humiliation and aggression is integral to his psychological grip on Russia. That manipulation can look like legislating to criminalize opposition to the war while also appealing for solidarity in the fight against the West. As the impact of economic sanctions rolls across Russia, Kremlin propaganda has called for Russians to show how tough they are: Haven’t they survived great trials in the past? These calls for toughness can resonate — people can learn to define themselves through surviving pain to the point of getting a certain satisfaction from it.

The Kremlin, of course, avoids any suggestion that it is the source of any pain, now or in the past. There are no major public memorials in Russia, in the shape of museums or movies, statues or open archives, that stand as a record of how the Soviet Union sadistically slaughtered its citizens in the gulags and colonized and repressed other territories and peoples. Some school textbooks in Russia celebrate Stalin as an “effective manager.”

Certainly, Russia is not the only country with a history of colonialism and internal repression. But in other countries these histories are usually part of an active debate. In Russia there seems to be nothing in the mainstream discourse that tries to make sense of the past, take responsibility for it or imagine a different path forward.

For Russia to have a chance to come to terms with itself, it will be necessary to confront this history and bring it into the public consciousness — via TV shows or public memorials and educational projects. But admitting one’s own role in this cycle of humiliation and aggression is stymied by the very culture of humiliation: The humiliated feel they have no agency, so why should they feel responsible?

Meanwhile, the threat Russia poses — to Ukraine and to the world — must be mitigated now.

Mr. Putin recently declared that there are only two types of countries: “Either a country is sovereign, or it is a colony,” he said. This is the logic of internal humiliation projected onto geopolitics. For those who are chronically humiliated and humiliate others in turn, the idea that countries large and small alike could have rights is impossible: The world is split into those who dominate and those who are dominated.

Mr. Putin is not just trying to break Ukraine; he is using energy dependency to get Europeans to kneel to Russia’s demands and until recently was holding hostage in Ukrainian ports more than 22 million tons of grain that the world needs. In the face of such threats, it can be tempting to try to placate Russia. The editorial board of The New York Times has said that Ukraine will most likely have to accept territorial compromises. Mr. Macron has said that the West should avoid humiliating Russia. Such proposals are fundamentally misguided: Russia’s sense of humiliation is internal, not imposed upon it. To coddle the Putin regime is merely to participate in the cycle. If you yearn for sustainable security and freedom, abusive partners and predators cannot be indulged. The only option is to limit the sources of dependency."
2022/07/20,"With Russian Cutoff Feared, Europeans Are Told to Curb Natural Gas Use","The main argument to get all E.U nations on board, despite their different levels of vulnerability, is that the bloc’s economies are so interconnected that a blow to one is a blow to all.

“The choice we have today is triggering solidarity now or waiting for an emergency that will force solidarity upon us,” said Frans Timmermans, a senior Dutch politician who is the commission’s energy and climate czar.

He said savings in gas around the E.U. would create spare capacity to direct to the countries most in need in the wintertime, ensuring that no member state goes into economic shock because of the lack of power.

Ms. von der Leyen, putting a political spin on a seemingly economic issue, said this approach would deliver a blow to Mr. Putin, who wants to sow discord within the European Union, undermining the bloc and its most powerful countries economically and politically. Determined to make that backfire on him, European leaders have drawn closer together since the war began and have taken the first step toward possibly making Ukraine an E.U. member — something Mr. Putin set out to prevent.

“Putin is trying to push us around this winter and he will dramatically fail if we stick together,” Ms. von der Leyen said.

With Russia having slashed or completely cut gas supply to a dozen E.U. countries already, and the looming threat that it will not fully reconnect an important pipeline on Thursday that has been offline for maintenance, the bloc’s alternatives are few. Mr. Putin suggested late Tuesday that natural gas would resume flowing to Europe through the pipeline, but warned that supplies may be severely curtailed."
2022/07/27,Ukraine hits a key bridge in Kherson as Russia steps up missile strikes across the south.,"Explosions lit up the sky over the southern city of Kherson overnight, and as dawn broke on Wednesday it was clear that Ukrainian long-range missiles had once again found their target: a bridge that is critical in the Russian effort to resupply the forces charged with holding the port city.

At the same time, dozens of Russian missiles struck targets across the southern regions of Odesa and Mykolaiv, hitting port and transport infrastructure, two leisure centers, houses, a parking lot and two restaurants, according to Ukraine’s southern military command.

The Russian Ministry of Defense said its forces struck Ukrainian military strongholds, killing scores of soldiers, and other key Ukrainian infrastructure. The claims could not be verified. But it was clear that both armies were trying to limit their opponents’ logistical operations."
2022/07/21,Russia restarts gas shipments through a key pipeline to Germany.,"BERLIN — Russia resumed flows of natural gas to Germany early Thursday, easing fears in Europe that a key pipeline would become the latest target in the escalating confrontation between Moscow and the West as the war in Ukraine stretches into its fifth month.

A steady stream of weapons from Western allies that are being used by Ukraine to increasingly devastating effect against Russian forces had raised the suspense around whether Moscow would resume gas deliveries after a 10-day hiatus for annual maintenance. The tensions served as a stark reminder of how dangerously dependent Germany — Europe’s largest economy — and several of its neighbors remain on energy from Russia.

The Ukrainian military said on Thursday that over the past 24 hours it had conducted 10 strikes across southern Ukraine using attack helicopters and fighter jets, targeting five Russian strongholds. They also targeted six Russian ammunition depots and several command posts with missile and artillery strikes against more than 200 Russian targets."
2022/07/19,Leading Russian Tennis Player Criticizes War in Ukraine,"Kasatkina’s comments come as Russian players have returned to the top level of professional tennis following a forced hiatus.

In April, acting at the behest of the British government, the All England Lawn Tennis Club, which runs Wimbledon, and the Lawn Tennis Association, which oversees the other annual spring and summer tournaments in England, barred Russian and Belarusian players from their tournaments.

“The U.K. government has set out directional guidance for sporting bodies and events in the U.K., with the specific aim of limiting Russia’s influence,” said Ian Hewitt, the chairman of the All England Club. “We have taken that directional guidance into account, as we must as a high-profile event and leading British institution.”

He said the combination of the scale and severity of Russia’s invasion of a sovereign state, the condemnation by over 140 nations through the United Nations and the “specific and directive guidance to address matters” made this a “very, very exceptional situation.”

The move was popular in Britain, according to opinion polls, but received significant pushback from the men’s and women’s tennis tours. They condemned it as discriminatory and decided to withhold rankings points for any victories at Wimbledon. It also represented a dramatic break with precedents of not letting politics interfere with individual athletes’ participation in sports and of limiting punishments taken in reaction to the war to barring Russian and Belarusian teams or any flags or other symbols of the countries from competitions.

In a twist of irony, Elena Rybakina, who was born in Russia but opted to represent Kazakhstan four years ago in exchange for funding from that country’s tennis federation, won the Wimbledon women’s singles title. Rybakina, whose parents still live in Russia and who still spends time there, deferred when asked about the war, claiming her English skills were limited, despite holding lengthy news conferences in English on a variety of subjects throughout the tournament."
2022/07/29,Explosion Kills Dozens of Ukrainian Captives at Russian-Held Prison,"ODESA, Ukraine — For the Russians, the Ukrainian fighters held prisoner at Correctional Colony No. 120 are a trophy. For the Ukrainians, they are war heroes.

Why either side would want any of them dead is a mystery, but that is the question that hung over the fighting in Ukraine on Friday after another deadly episode, with each side accusing the other of committing a war crime.

What is known is that an explosion ripped through a barracks of the prison camp in the Russian-occupied town of Olenivka in southeastern Ukraine early Friday morning, killing at least 50 captured fighters and maiming dozens more, according to both Ukrainian and Russian officials. Videos posted by Russian war bloggers show twisted metal bunk beds and the charred bodies of their former occupants."
2022/07/19,Why Russia Believes It Cannot Lose the War in Ukraine,"Sergey Karaganov is a prominent Russian political scientist whom I have known for almost 20 years in covering Russia and have interviewed many times as a window into Kremlin thinking. The academic director of the faculty of World Economy and International Affairs at Moscow’s Higher School of Economics and honorary chairman of Russia’s premier nongovernmental think tank, Mr. Karaganov warned for years about a potential conflict in Ukraine over NATO expansion. Since the brutal Russian invasion of Ukraine began in February, he has written articles and given interviews in broad support of President Vladimir Putin, so I interviewed him to better understand Mr. Putin’s aims in the conflict. Ukraine continues to suffer, and those who hope to support Ukraine must understand those aims as it tries to confront Russia’s aggression.

This interview has been edited for length and clarity.

In your articles and interviews, you have said, as President Putin has, that the war against Ukraine is existential for Russia. Why? In February 2022, there was no more talk of Ukraine joining NATO, Ukraine was posing no economic risk to Russia, the United States was far more concerned with China and the Middle East than with Russia. Where was the existential threat that required an all-out invasion?

When the military conflict started, we saw how deep Ukraine’s involvement with NATO was — a lot of arms, training. Ukraine was being turned into a spearhead aimed at the heart of Russia. Also we saw that the West was collapsing in economic, moral, political terms. This decline was especially painful after its peak in the 1990s. Problems within the West, and globally, were not solved. That was a classic prewar situation. The belligerence against Russia has been rapidly growing since the late 2000s. The conflict was seen as more and more imminent. So probably Moscow decided to pre-empt and to dictate the terms of the conflict."
2022/07/25,"Eyeing a City Captured by Russia, Ukraine Prepares an Ambitious Counterattack","After losing control over most of the region in the war’s first weeks, Ukrainian troops have now liberated 44 towns and villages along the border areas, about 15 percent of the territory, according to the region’s military governor, Dmytro Butrii. Ukraine’s top officials have given no clear timeline for retaking Kherson, but the president, Volodymyr Zelensky, has made clear it is a top priority.

“Our forces are moving into the region step by step,” Mr. Zelensky said this week.

Ukraine’s planned counteroffensive in the south has created debate among Western officials and some analysts about whether Ukraine was ready for such a big effort, or if it is the best use of resources when Russian advances have come mostly in the Donbas.

Still, Ukrainian officials and several Western intelligence officials said it was important that Ukraine try to launch a counterattack. They say that the Russian military is in a relatively weaker position, having expended weapons and personnel in their Donbas offensive. Richard Moore, the chief of the British foreign intelligence service, MI6, predicted that the Russians would be forced to take a pause, offering an opening to Ukrainian forces."
2022/07/20,Ukraine steps up attacks on key Russian targets in the south.,"“Ukraine and its Western partners may have a narrowing window of opportunity to support a Ukrainian counteroffensive into occupied Ukrainian territory before the Kremlin annexes that territory,” said the spokesman, John Kirby.

Since April, Ukrainian forces have effectively been locked into a defensive posture as they gradually retreated from an onslaught of Russian artillery in the eastern Donbas region. The Russians have not seized new territory in weeks, and the Ukrainians say their defensive positions have stabilized.

But the purpose of the longer-range missile systems that Ukraine has been pleading for, and that Western countries have increasingly started to supply to its government, is not just to forestall Russia’s advance, but also to win back lost territory.

“We all strive to liberate Ukraine from the enemy,” the spokeswoman for Ukraine’s southern forces, Natalia Humeniuk, said on Tuesday. “We have a single goal.”"
2022/07/18,Zelensky Takes Aim at Hidden Enemy: Ukrainians Aiding Russia,"KYIV, Ukraine — Even as it engages in fierce fighting with Russia on the battlefield, Ukraine is also waging war on a different, more shadowy front: rooting out spies and collaborators in government and society who are providing crucial help to the invading forces.

While Ukrainian society as a whole has rallied to the country’s defense, Russian sympathizers are reporting the locations of Ukrainian targets like garrisons or ammunition depots, Ukraine’s officials say. Priests have sheltered Russian officers and informed on Ukrainian activists in Russian-occupied areas. One official said collaborators had removed explosives from bridges, allowing Russian troops to cross.

The issue was cast into sharp relief on Sunday night when President Volodymyr Zelensky dismissed two senior law enforcement officials, saying they had not been nearly aggressive enough in weeding out traitors. It was the first major reshuffle of his brain trust since the war began."
2022/07/19,Intelligence Agencies Say Russia Election Threat Persists Amid Ukraine War,"His agency, General Nakasone said, was anticipating “all that and other things that will be disruptive.”

In recent years, U.S. intelligence analysts and officials have been divided over the threat China poses — and whether it is undertaking the same kind of influence operation that Russia is. Some believe Beijing is more focused on shaping debate over the United States’ policy toward Hong Kong and Taiwan.

But others say China is as grave a threat as Russia in trying to influence the election. Part of the problem has been that intelligence analysts working on China and Russia do not share a common definition of influence operations, something intelligence officials have been trying to remedy over the past 18 months.

In an interview Tuesday with The New York Times, Mr. Wray said China has a “policy of trying to influence our policies and politics.”

“It’s not a straight election issue, but sometimes that strays into election issues,” he said, adding that “it’s more focused on the overall stance of the United States.”

“Elections are just a piece of a much bigger mosaic for them,” he continued.

He added that the Chinese “care more about being caught, which may contribute to their calculus in terms of how they go about what they are doing.”"
2022/07/25,A U.S. intelligence report finds that Russia’s use of ‘filtration centers’ to detain and deport Ukrainians has intensified.,"The analysis outlined three possible fates for those who pass through the centers.

“Those who are deemed nonthreatening may be issued documentation and permitted to remain in Russian-occupied areas of Ukraine, or in some cases forcefully deported to Russia,” the agency reported. “Others deemed less threatening, but still potentially resistant to Russian occupation, face forcible deportation to Russia and are subject to additional screening. Those deemed most threatening during the filtration process, particularly anyone with affiliation to the military or security services, probably are detained in prisons in eastern Ukraine and Russia, though little is known about their fates.”

The New York Times interviewed some of the people who were processed through the centers and managed to escape to Estonia. They described the feeling of helplessness and hopelessness that went along with being forced from their homes by war and then being pressured to accept Russian citizenship.

A report released earlier this month by the Organization for Security and Cooperation in Europe warned of abuses at the detention centers, including executions.

President Volodymyr Zelensky of Ukraine said this month that “tens of thousands of people” were being held in the centers. “Young women disappear there,” he said. “I think you all understand what is happening with them there.”"
2022/07/29,Blinken and Lavrov Discuss Griner in Their First Call of the War,"Russia routinely denies well-documented atrocities, its own losses and even its role as the aggressor. It outlawed any negative description of its “special military operation,” including calling it a war. Within Russia, the Kremlin has near-total control of information, with independent news outlets having shut down rather than face prosecution.

Novaya Gazeta, one of the most prominent and last remaining of those outlets, reported Thursday that the Russian authorities have gone to court to strip its license. Novaya Gazeta — whose editor, Dmitri A. Muratov, shared the Nobel Peace Prize last year for defending free expression — suspended operations in March rather than face prosecution, but unlike many others, it did not dissolve.

Western officials have repeatedly accused Russia of using food as leverage in the war, a claim the Kremlin denies. In addition to blockading ports, the main conduit for Ukrainian food exports, Russian forces have struck farms and food storage facilities, and seized grain. Russia’s own food exports have fallen sharply, too, which it blames on Western sanctions dissuading companies from carrying or insuring Russian shipments.

The resulting shortages helped drive food prices up sharply. This spring the price of wheat futures were more than double what they were a year earlier, though they have since declined somewhat."
2022/07/20,"Seeking ‘Axis of Good’ Against U.S., Russia Taps Allies of Convenience","With Western sanctions having a “colossal” impact on Russia, in Mr. Putin’s own words, Moscow needs places to do business, especially as the sanctions bite harder over time. Iran, isolated by even tougher American economic sanctions over its nuclear program, is happy to do business with Russia, Mr. Kupchan said.

Russia also needs more surveillance of the battleground in Ukraine, and Washington has revealed Moscow’s interest in buying both armed drones and observation drones from Tehran.

Russia and Iran have a long and complicated history. Ties and trade improved after the collapse of the Soviet Union, which was the first country to recognize the Islamic Republic after the country’s 1979 revolution, though Moscow went on to back Iraq in the Iran-Iraq war in the 1980s. In general, the two countries have had a mutual interest in pushing back American power in places such as Iraq, Syria and Afghanistan.

Relations improved with the deterioration of Russia’s ties to the West and the steady imposition of sanctions on Russia after its annexation of Crimea in 2014. In 2021, mutual trade hit record levels, though at a relatively modest amount of about $3.5 billion."
2022/07/28,Russian Arms Dealer in Proposed Swap for Brittney Griner Has Notorious History,"Shortly after his conviction in 2011 on charges including conspiring to kill American citizens, the Russian arms dealer Viktor Bout relayed a defiant message through his lawyer, even though he faced the prospect of decades in prison.

Mr. Bout, his lawyer said, “believes this is not the end.”

More than a decade later, Mr. Bout, 55, may be nearing a chance for a new beginning even though he has served less than half of his 25-year prison sentence.

The United States, trying to negotiate the release of two Americans imprisoned in Russia — the basketball star Brittney Griner and a former Marine, Paul Whelan — proposed exchanging them last month for Mr. Bout, according to a person briefed on the negotiations."
2022/07/28,U.S. Offer to Swap Russian Arms Dealer for Griner Highlights Uncomfortable Choices,"“I take a pretty hard line on it,” said John R. Bolton, a former U.N. ambassador and national security adviser. “It’s one thing to exchange prisoners of war. It’s one thing to exchange spies when you know that’s going on.” But “negotiations and exchanges with terrorists or with authoritarian governments” become dangerous “because then you’re just putting a price on the next American hostage.”

Ms. Griner’s case has commanded attention not just because she is a star player in the W.N.B.A. but also because her arrest came a week before Russia invaded Ukraine and seemed to be a brazen attempt by Moscow to gain a bargaining chip. Mr. Biden has come under enormous pressure to find a way to free her and approved the offer of Mr. Bout over the concerns of the Justice Department, which often takes a dim view of horse trading the criminals it puts away.

Mr. Bout, a former Soviet military officer, was once one of the world’s most wanted men, accused of selling weapons to Al Qaeda, the Taliban and various governments and militants in Rwanda, Sierra Leone, the Democratic Republic of Congo and Algeria. The movie “Lord of War,” starring Nicolas Cage and released in 2005, was based on his case. American agencies hunted him down for years until finally catching up with him in Bangkok in 2008 and extraditing him in 2010.

Why the Russians would be so intent on freeing Mr. Bout so long after his capture is something of a mystery. Any secret information Moscow may have worried about him revealing presumably was spilled long ago or is certainly dated by now. But it may simply be a feeling of solidarity on the part of President Vladimir V. Putin of Russia, a former K.G.B. officer.

“There are lots of hints in Bout’s biography, even on his Wikipedia page, which suggests that he had close ties with Soviet and Russian intelligence,” said Michael A. McFaul, a former American ambassador to Moscow. “You know who else does? Putin. My guess is that Putin wants to liberate his comrade. Loyalty among these folks, the Chekists, runs deep.”

Still, even after the U.S. offered up Mr. Bout, Russia seemed to be playing hard to get. After Mr. Blinken said he was ready to talk with Mr. Lavrov for the first time since the invasion of Ukraine, Russian officials indicated they were in no hurry. Mr. Lavrov “will pay attention to this request when time permits,” his spokeswoman, Maria Zakharova, said on Thursday. “Now he has a busy schedule of international contacts.”"
2022/07/27,Looming Question for Putin Opponents: Can You Change Russia From Jail?,"Mr. Gudkov went into exile after what he described as “credible threats” that a criminal case against him would result in jail time. He said he had encouraged Mr. Yashin, a longtime friend, to go into exile as well.

Yevgenia M. Albats, a journalist and friend of Mr. Yashin who also decided to stay, took the opposite view, saying it was impossible to engage in politics seriously from abroad.

“You cannot be a Russian politician in New York, in Manhattan,” Ms. Albats said in a phone interview from Moscow. “You cannot call yourself a Russian politician and be in London.” Still, she conceded, “The risks are very high and they are getting higher.”

Mr. Yashin acknowledged as much in the YouTube interview posted shortly before his arrest, with the Russian journalist Yuri Dud. “I understand that each day could be my last one as a free man,” he said.

He later wrote on social media that he believed it was his clear refusal to leave, expressed in that interview, that resulted in his arrest."
2022/07/18,Russia fines Google for failing to remove news it calls ‘fake.’,"A Russian court fined Google about $360 million (21.1 billion rubles) on Monday for failing to remove content the country deems illegal, including coverage of the war in Ukraine.

The forbidden content includes clips encouraging Russian citizens to participate in protests and news Moscow considers “fake.”

Censorship on Russian social media channels is not new, but efforts have ramped up since the war in Ukraine began. Four months ago, President Vladimir V. Putin signed a law effectively criminalizing any public opposition to the war as an attempt to silence critics while spotlighting pro-Kremlin media. Under this law, even the use of the word “war” is off limits."
2022/05/13,Treasury Warns Foreign Banks Against Helping Russia Evade Sanctions,"The Biden administration is urging international banks not to help Russia evade sanctions, warning that firms risk losing access to markets in the United States and Europe if they support Russian businesses or oligarchs that are facing financial restrictions as a result of the war in Ukraine.

The admonition by a senior Treasury official highlights U.S. efforts to exert pressure on the Russian economy through American financial power and underscores the broad view that the Biden administration is taking of its ability to enforce sanctions as it looks to isolate Russia from the global economy.

In private meetings on Friday with representatives of international banks in New York, Adewale Adeyemo, the deputy Treasury secretary, laid out the consequences of helping Russians flout sanctions. He pointed to the “material support provision” that dictates that even if a financial institution is based in a country that has not imposed sanctions on Russia, the company can still face consequences for violating U.S. or European restrictions, including being cut off from those financial systems."
2022/07/19,Germany Is on Edge Waiting for Russia to Restart the Gas on Nord Stream 1,"Months of brinkmanship by Russia over the flow of natural gas to Germany and the rest of Europe could reach a high point later this week, when a temporary shutdown of the Nord Stream 1 pipeline is scheduled to end.

Nord Stream 1, the main pipeline connecting Germany and Russia, is operated by Gazprom, the Russian state-owned energy giant. Gazprom, which recently warned European buyers of its gas that it might cut off flows, shut down the pipeline on July 11 for annual maintenance. Gazprom is scheduled to restart the pipeline after about 10 days, as it has done in past years.

But this year the closure has raised concerns that President Vladimir V. Putin of Russia will keep the pipeline shut to punish Germany and the rest of Europe for their opposition to the war in Ukraine. Other pipelines, running through Poland and Ukraine, are not being used as alternative links to send gas as they were in past years during the temporary shutdown, Germany’s pipeline regulator said."
2022/07/15,"In Space, U.S.-Russian Cooperation Finds a Way Forward","In April, Mr. Rogozin demanded that economic sanctions against Russia be lifted and said that he had submitted a proposal urging the Russian government to leave the space station.

This week, after the European Space Agency formally pulled out of a collaboration with Russia on sending a robotic rover to Mars, Mr. Rogozin said Russian astronauts on the space station would stop using a robotic arm built by the Europeans and lobbed disparaging words at Josef Aschbacher, the director general of the European Space agency, and Josep Borrell Fontelles, a top European Union foreign policy official.

“I, in turn, give a command to our crew on the ISS to stop working with the European ERA manipulator,” Mr. Rogozin wrote on his Telegram channel. “Let Aschbacher himself and his boss Borrell fly into space and do at least something useful in their lives.”

Dmitri S. Peskov, the Kremlin’s spokesman, insisted that the move had nothing to do with Mr. Rogozin’s performance and promised that the former director would soon be employed again."
2022/07/16,"As Biden Reaches Out to Mideast Dictators, His Eyes Are on China and Russia","JEDDAH, Saudi Arabia — During his painful encounters with a series of Arab strongmen here in Saudi Arabia this weekend, President Biden kept returning to a single reason for renewing his relationship with American allies who fall on the wrong side of the struggle he often describes as a battle between “democracy and autocracy.”

“We will not walk away and leave a vacuum to be filled by China, Russia or Iran,” Mr. Biden said at a session on Saturday with nine Arab leaders in a cavernous hotel ballroom in this ancient port on the Red Sea. “And we’ll seek to build on this moment with active, principled American leadership.”

Mr. Biden’s framing of America’s mission as part of a renewed form of superpower competition was revealing. For decades, American presidents largely saw the Middle East as a hotbed of strife and instability, a place the United States needed a presence largely to keep oil flowing and eliminate terrorist havens. Now, more than 20 years after a group of Saudis left this country to stage terrorist attacks against the World Trade Center and strike the Pentagon, Mr. Biden is driven by a new concern: That his forced dance with dictators, while distasteful, is the only choice if his larger goal is to contain Russia and outmaneuver China."
2022/07/26,"Facing ‘Putin’s Energy Blackmail,’ Europe Agrees to Cut Russian Gas Use","The European Commission’s original proposal last week presented a less flexible plan to urgently cut use of the fuel across the bloc. It foresaw fewer exceptions, and put the Commission itself in charge of calling an emergency and triggering mandatory natural gas curbs.

Controversially, the proposal asked even those countries that are less dependent on Russian gas or have already started ambitious energy-saving plans to equally share the burden of cutting consumption, to help those who are more dependent.

Critics saw the proposal as primarily benefiting the bloc’s biggest economy and de facto leader, Germany, which is very dependent on Russian natural gas imports.

The German vulnerability turned the tables on an old European script; in previous financial crises, the Germans pointed the finger at weaker countries, especially in the continent’s south, for being irresponsible. Now southern countries, among them Greece, Spain and Italy, were able to take the moral high ground.

But the complexities of curbing gas use in Europe go far beyond cliché cleavages between north and south. Ultimately, the modus operandi of resolving the disagreements was entirely different from the old E.U. playbook, normally characterized by fruitless, late-night meetings and public disparagement.

Instead, E.U. energy ministers meeting in Brussels on Tuesday morning were out of their talks five hours later, with a compromise that seemed to address individual concerns without diluting the policy goal — to cut gas use and defang Mr. Putin’s energy threats."
2022/07/17,"As Russia Runs Low on Drones, Iran Plans to Step In, U.S. Officials Say","WASHINGTON — The White House disclosure last week that Russia is seeking hundreds of armed and unarmed surveillance drones from Iran to use in the war in Ukraine reflects Moscow’s need to both fill a critical battlefield gap and find a long-term supplier of a crucial combat technology, U.S. intelligence, military and independent analysts say.

Jake Sullivan, President Biden’s national security adviser, offered few details about the intelligence assessment he revealed to reporters last Monday, including whether the shipments had started. But other U.S. officials said Iran was preparing to provide as many as 300 remotely piloted aircraft and would start training Russian troops on how to use them as early as this month.

Russia has exhausted most of its precision-guided weapons as well as many of the drones it has used to help long-range artillery strike targets in its monthslong bombardment of Ukraine. Meantime, the first batches of American truck-mounted, multiple-rocket launchers have destroyed more than two dozen Russian ammunition depots, air defense sites and command posts, according to two U.S. officials, making Moscow’s need to counter the new, advanced Western arms more urgent."
2022/05/13,Russian Shipping Traffic Remains Strong as Sanctions Take Time to Bite,"Data from MarineTraffic, for example, a platform that shows the live location of ships around the world using those on-ship tracking systems, indicates that traffic from Russia’s major ports declined after the invasion but did not plummet. The number of container ships, tankers and bulkers — the three main types of vessels that move energy and consumer products — arriving and leaving Russian ports was down about 23 percent in March and April compared with the year earlier.

“The reality is that the sanctions haven’t been so difficult to maneuver around,” said Georgios Hatzimanolis, who analyzes global shipping for MarineTraffic.

Tracking by Lloyd’s List Intelligence, a maritime information service, shows similar trends. The number of bulk carriers, which transport loose cargo like grain, coal and fertilizer, that sailed from Russian ports in the five weeks after the invasion was down only 6 percent from the five-week period before the invasion, according to the service.

In the weeks following the invasion, Russia’s trade with China and Japan was broadly stable, while the number of bulk carriers headed to South Korea, Egypt and Turkey actually increased, their data showed.

“There’s still a lot of traffic back and forth,” said Sebastian Villyn, the head of risk and compliance data at Lloyd’s List Intelligence. “We haven’t really seen a drop.”

Those figures contrast somewhat with statements from global leaders, who have emphasized the crippling nature of the sanctions. Treasury Secretary Janet L. Yellen said on Thursday that the Russian economy was “absolutely reeling,” pointing to estimates that it faces a contraction of 10 percent this year and double-digit inflation."
